x,xl
http://purl.obolibrary.org/obo/UBERON_3001005,dorsolateral fold
http://purl.obolibrary.org/obo/UBERON_0001686,auditory ossicle bone
http://purl.obolibrary.org/obo/UBERON_0001774,skeletal muscle of trunk
http://purl.obolibrary.org/obo/UBERON_0034747,posterior thalamic radiation
http://purl.obolibrary.org/obo/UBERON_0022348,dentate gyrus granule cell layer inner blade
http://purl.obolibrary.org/obo/UBERON_0003820,prostate bud
http://purl.obolibrary.org/obo/UBERON_0007612,extensor digitorum communis
http://purl.obolibrary.org/obo/UBERON_0003405,lobar bronchus of left lung
http://purl.obolibrary.org/obo/UBERON_5103635,pedal digit 5 digitopodial skeleton
http://purl.obolibrary.org/obo/UBERON_0009985,lateral condyle of femur
http://purl.obolibrary.org/obo/UBERON_0007239,tunica media of artery
http://purl.obolibrary.org/obo/CL_1000312,bronchial goblet cell
http://purl.obolibrary.org/obo/UBERON_0003973,nasal concha of ethmoid bone
http://purl.obolibrary.org/obo/UBERON_0002470,autopod region
http://purl.obolibrary.org/obo/UBERON_0018156,malleal ligament
http://purl.obolibrary.org/obo/UBERON_0002154,lateral reticular nucleus
http://purl.obolibrary.org/obo/UBERON_2005275,hyomandibular foramen
http://purl.obolibrary.org/obo/UBERON_0012437,epithelial-mesenchymal boundary
http://purl.obolibrary.org/obo/UBERON_0010557,pedal digit 1 metatarsal cartilage element
http://purl.obolibrary.org/obo/UBERON_0014695,deep auricular artery
http://purl.obolibrary.org/obo/UBERON_0011162,supraoccipital cartilage element
http://purl.obolibrary.org/obo/UBERON_0000912,mucus
http://purl.obolibrary.org/obo/UBERON_0006253,embryonic intraretinal space
http://purl.obolibrary.org/obo/UBERON_0006076,caudal region of vertebral column
http://purl.obolibrary.org/obo/UBERON_0010703,forelimb zeugopod skeleton
http://purl.obolibrary.org/obo/UBERON_0005989,atrioventricular septum
http://purl.obolibrary.org/obo/UBERON_5111982,manual digit 7 digitopodial skeleton
http://purl.obolibrary.org/obo/UBERON_0013653,velar skeleton
http://purl.obolibrary.org/obo/UBERON_0009587,mesenchyme of interdigital region between manual digits 2 and 3
http://purl.obolibrary.org/obo/UBERON_0035565,caudal pretectal nucleus
http://purl.obolibrary.org/obo/UBERON_0010411,retroperitoneal fat pad
http://purl.obolibrary.org/obo/UBERON_0000114,lung connective tissue
http://purl.obolibrary.org/obo/UBERON_0014729,striated duct of salivary gland
http://purl.obolibrary.org/obo/UBERON_0011111,humeroradial joint
http://purl.obolibrary.org/obo/UBERON_0015433,blood vessel external elastic membrane
http://purl.obolibrary.org/obo/UBERON_0002639,midbrain reticular formation
http://purl.obolibrary.org/obo/UBERON_5012137,pedal digit 7 plus metapodial segment
http://purl.obolibrary.org/obo/UBERON_0002727,medial medullary lamina of globus pallidus
http://purl.obolibrary.org/obo/UBERON_2001425,basal plate cartilage
http://purl.obolibrary.org/obo/UBERON_2000585,kinethmoid cartilage
http://purl.obolibrary.org/obo/CL_0000465,cardioblast (sensu Arthropoda)
http://purl.obolibrary.org/obo/UBERON_0001008,renal system
http://purl.obolibrary.org/obo/UBERON_0003652,metatarsal bone of digit 3
http://purl.obolibrary.org/obo/CL_0000436,vaginal lubricant secreting cell
http://purl.obolibrary.org/obo/UBERON_0015049,carpus endochondral element
http://purl.obolibrary.org/obo/UBERON_0010399,spleen trabecular artery
http://purl.obolibrary.org/obo/UBERON_0011804,"feather bud, epidermal component"
http://purl.obolibrary.org/obo/UBERON_5112261,manual major digit (Aves) digitopodial skeleton
http://purl.obolibrary.org/obo/UBERON_0008926,sublaminar layer S5
http://purl.obolibrary.org/obo/UBERON_0007265,intervertebral disk of axis
http://purl.obolibrary.org/obo/UBERON_0006338,lateral ventricle choroid plexus stroma
http://purl.obolibrary.org/obo/UBERON_3010431,archenteron floor
http://purl.obolibrary.org/obo/UBERON_0000361,red bone marrow
http://purl.obolibrary.org/obo/UBERON_2000947,dorsal fin proximal radial bone
http://purl.obolibrary.org/obo/UBERON_0031111,sacral spinal cord gray commissure
http://purl.obolibrary.org/obo/UBERON_0003460,arm bone
http://purl.obolibrary.org/obo/UBERON_0001562,digastric muscle group
http://purl.obolibrary.org/obo/UBERON_0010751,squamous part of temporal bone primordium
http://purl.obolibrary.org/obo/UBERON_0013515,subdivision of oviduct
http://purl.obolibrary.org/obo/UBERON_3010603,body gland
http://purl.obolibrary.org/obo/UBERON_3010168,tarsal fringe
http://purl.obolibrary.org/obo/UBERON_0005225,upper leg epithelium
http://purl.obolibrary.org/obo/UBERON_3011120,early proximal tubule
http://purl.obolibrary.org/obo/UBERON_0022347,dentate gyrus molecular layer inner
http://purl.obolibrary.org/obo/UBERON_0010852,fibula pre-cartilage condensation
http://purl.obolibrary.org/obo/UBERON_0002212,macula of saccule of membranous labyrinth
http://purl.obolibrary.org/obo/UBERON_4200228,excurrent foramen of ectepicondylar foramen
http://purl.obolibrary.org/obo/UBERON_0002916,central sulcus
http://purl.obolibrary.org/obo/UBERON_0035926,preculminate fissure of cerebellum
http://purl.obolibrary.org/obo/UBERON_0014731,haversian canal
http://purl.obolibrary.org/obo/UBERON_0005326,mesonephric glomerulus vasculature
http://purl.obolibrary.org/obo/UBERON_0016493,palmaris longus muscle
http://purl.obolibrary.org/obo/UBERON_0007379,shelled egg
http://purl.obolibrary.org/obo/UBERON_0001952,epithelium of oropharynx
http://purl.obolibrary.org/obo/UBERON_0011139,synovial limb joint
http://purl.obolibrary.org/obo/UBERON_0018653,anterior ethmoidal foramen
http://purl.obolibrary.org/obo/UBERON_0015061,limb endochondral element
http://purl.obolibrary.org/obo/UBERON_0005993,pulmonary valve anulus
http://purl.obolibrary.org/obo/UBERON_0007613,extensor digitorum lateralis muscle
http://purl.obolibrary.org/obo/UBERON_0001687,stapes bone
http://purl.obolibrary.org/obo/UBERON_0022349,dentate gyrus granule cell layer outer blade
http://purl.obolibrary.org/obo/UBERON_0010854,skin of front of neck
http://purl.obolibrary.org/obo/UBERON_4300129,dorsal pelvic gland
http://purl.obolibrary.org/obo/UBERON_0014528,extreme capsule
http://purl.obolibrary.org/obo/UBERON_0000442,right testicular vein
http://purl.obolibrary.org/obo/UBERON_0005110,metanephric nephron
http://purl.obolibrary.org/obo/UBERON_0014616,dorsal nerve root of thoracic spinal cord
http://purl.obolibrary.org/obo/UBERON_0001866,sebum
http://purl.obolibrary.org/obo/UBERON_5111981,manual digit 6 digitopodial skeleton
http://purl.obolibrary.org/obo/CL_1000313,gastric goblet cell
http://purl.obolibrary.org/obo/UBERON_0001466,pedal digit
http://purl.obolibrary.org/obo/UBERON_0012244,stratum intermedium of epidermis
http://purl.obolibrary.org/obo/UBERON_2002162,ural vertebra
http://purl.obolibrary.org/obo/UBERON_0010558,pedal digit 2 metatarsal cartilage element
http://purl.obolibrary.org/obo/UBERON_0005192,deferent duct artery
http://purl.obolibrary.org/obo/UBERON_0002471,zeugopod
http://purl.obolibrary.org/obo/UBERON_0024914,circuit part of central nervous system
http://purl.obolibrary.org/obo/UBERON_0004187,Harderian gland
http://purl.obolibrary.org/obo/UBERON_0005450,greater sac cavity
http://purl.obolibrary.org/obo/UBERON_0014696,anterior choroidal artery
http://purl.obolibrary.org/obo/UBERON_0011163,supraoccipital pre-cartilage condensation
http://purl.obolibrary.org/obo/UBERON_0010000,multicellular anatomical structure
http://purl.obolibrary.org/obo/UBERON_0006077,subdivision of vertebral column
http://purl.obolibrary.org/obo/UBERON_0006779,superficial white layer of superior colliculus
http://purl.obolibrary.org/obo/UBERON_0007490,keratin-based acellular structure
http://purl.obolibrary.org/obo/UBERON_0017164,dorsal cloacal gland
http://purl.obolibrary.org/obo/UBERON_0007391,pelvic appendage cartilage tissue
http://purl.obolibrary.org/obo/UBERON_0000115,lung epithelium
http://purl.obolibrary.org/obo/UBERON_5111983,manual digit 8 digitopodial skeleton
http://purl.obolibrary.org/obo/UBERON_0009588,mesenchyme of interdigital region between manual digits 3 and 4
http://purl.obolibrary.org/obo/UBERON_0001007,digestive system
http://purl.obolibrary.org/obo/UBERON_0005053,primary nerve cord
http://purl.obolibrary.org/obo/UBERON_0002155,gigantocellular nucleus
http://purl.obolibrary.org/obo/UBERON_0005141,metanephric short descending thin limb
http://purl.obolibrary.org/obo/UBERON_0002420,basal ganglion
http://purl.obolibrary.org/obo/UBERON_0010249,posterior meningeal artery
http://purl.obolibrary.org/obo/UBERON_0007301,appendage blood vessel
http://purl.obolibrary.org/obo/UBERON_0001094,sacral vertebra
http://purl.obolibrary.org/obo/UBERON_0000029,lymph node
http://purl.obolibrary.org/obo/UBERON_0003830,thoracic segment muscle
http://purl.obolibrary.org/obo/UBERON_0003653,metatarsal bone of digit 4
http://purl.obolibrary.org/obo/UBERON_0002174,middle lobe of right lung
http://purl.obolibrary.org/obo/UBERON_0000117,respiratory tube
http://purl.obolibrary.org/obo/UBERON_5112262,manual minor digit (Aves) digitopodial skeleton
http://purl.obolibrary.org/obo/CL_0000554,gastrin stimulating hormone secreting cell
http://purl.obolibrary.org/obo/UBERON_3010167,metatarsal fold
http://purl.obolibrary.org/obo/UBERON_0004997,mucosa of pyloric antrum
http://purl.obolibrary.org/obo/UBERON_2002066,auditory fenestra
http://purl.obolibrary.org/obo/UBERON_0004677,spinal cord gray commissure
http://purl.obolibrary.org/obo/CL_0000157,surfactant secreting cell
http://purl.obolibrary.org/obo/UBERON_0005255,pedal digit mesenchyme
http://purl.obolibrary.org/obo/UBERON_0006936,thymus subcapsular epithelium
http://purl.obolibrary.org/obo/UBERON_0004315,distal phalanx of pedal digit 1
http://purl.obolibrary.org/obo/UBERON_2005339,nucleus of the lateral recess
http://purl.obolibrary.org/obo/UBERON_3010604,cranial glands
http://purl.obolibrary.org/obo/UBERON_0018161,annular ligament of stapes
http://purl.obolibrary.org/obo/UBERON_0002125,thymus lobule
http://purl.obolibrary.org/obo/UBERON_0009014,lower back skin
http://purl.obolibrary.org/obo/UBERON_0001166,pylorus
http://purl.obolibrary.org/obo/UBERON_0012131,centrale
http://purl.obolibrary.org/obo/UBERON_0004461,skeletal musculature of head
http://purl.obolibrary.org/obo/UBERON_0013119,haemal node
http://purl.obolibrary.org/obo/UBERON_0006047,interdigital region between pedal digits 4 and 5
http://purl.obolibrary.org/obo/UBERON_3001007,body granules
http://purl.obolibrary.org/obo/UBERON_0001688,incus bone
http://purl.obolibrary.org/obo/UBERON_0006135,myelinated nerve fiber
http://purl.obolibrary.org/obo/UBERON_0015161,inferior branch of oculomotor nerve
http://purl.obolibrary.org/obo/UBERON_0001589,internal thoracic vein
http://purl.obolibrary.org/obo/UBERON_0016910,frenulum of lip
http://purl.obolibrary.org/obo/UBERON_0018654,posterior ethmoidal foramen
http://purl.obolibrary.org/obo/UBERON_0003822,forelimb stylopod
http://purl.obolibrary.org/obo/UBERON_0007614,extensor digiti minimi muscle
http://purl.obolibrary.org/obo/UBERON_0010943,anterior digastric muscle
http://purl.obolibrary.org/obo/UBERON_0011970,talofibular ligament
http://purl.obolibrary.org/obo/UBERON_0004820,bile duct epithelium
http://purl.obolibrary.org/obo/UBERON_0014617,ventral nerve root of thoracic spinal cord
http://purl.obolibrary.org/obo/UBERON_0003645,metacarpal bone of digit 1
http://purl.obolibrary.org/obo/UBERON_4200229,incurrent foramen of ectepicondylar foramen
http://purl.obolibrary.org/obo/UBERON_0005327,mesonephric glomerular epithelium
http://purl.obolibrary.org/obo/UBERON_0002571,external nucleus of inferior colliculus
http://purl.obolibrary.org/obo/UBERON_0001867,cartilage of external ear
http://purl.obolibrary.org/obo/UBERON_0011305,superficial part of temporalis
http://purl.obolibrary.org/obo/UBERON_0019272,mesomere 1
http://purl.obolibrary.org/obo/UBERON_0002472,stylopod
http://purl.obolibrary.org/obo/UBERON_2001335,supradorsal
http://purl.obolibrary.org/obo/UBERON_0004365,vitelline blood vessel
http://purl.obolibrary.org/obo/UBERON_0010559,pedal digit 3 metatarsal cartilage element
http://purl.obolibrary.org/obo/UBERON_0013481,crypt of Lieberkuhn of ileum
http://purl.obolibrary.org/obo/UBERON_2000088,yolk syncytial layer
http://purl.obolibrary.org/obo/UBERON_0003120,pharyngeal arch artery 3
http://purl.obolibrary.org/obo/UBERON_0011385,parotidoauricular muscle
http://purl.obolibrary.org/obo/UBERON_0015112,distal tarsal bone 4 cartilage
http://purl.obolibrary.org/obo/UBERON_0000443,left testicular vein
http://purl.obolibrary.org/obo/UBERON_2000182,central caudal thalamic nucleus
http://purl.obolibrary.org/obo/UBERON_0007329,pancreatic duct
http://purl.obolibrary.org/obo/UBERON_0003489,respiratory system capillary endothelium
http://purl.obolibrary.org/obo/CL_1000314,gastric cardiac gland goblet cell
http://purl.obolibrary.org/obo/UBERON_0005054,primary dorsal nerve cord
http://purl.obolibrary.org/obo/UBERON_2000440,superior raphe nucleus
http://purl.obolibrary.org/obo/UBERON_0005844,spinal cord segment
http://purl.obolibrary.org/obo/UBERON_3010096,vocal sac
http://purl.obolibrary.org/obo/UBERON_0011246,procoracoid bone
http://purl.obolibrary.org/obo/UBERON_0003566,head connective tissue
http://purl.obolibrary.org/obo/UBERON_0003654,metatarsal bone of digit 5
http://purl.obolibrary.org/obo/UBERON_0010260,umbilical blood vessel
http://purl.obolibrary.org/obo/UBERON_0013478,cecal tonsil
http://purl.obolibrary.org/obo/UBERON_0011806,dermis of feather follicle
http://purl.obolibrary.org/obo/UBERON_0005700,upper jaw molar odontogenic papilla
http://purl.obolibrary.org/obo/UBERON_0005523,rhombomere 7
http://purl.obolibrary.org/obo/UBERON_0004819,kidney epithelium
http://purl.obolibrary.org/obo/UBERON_0009651,nephron tubule basement membrane
http://purl.obolibrary.org/obo/UBERON_0007753,metatarsophalangeal joint of pedal digit 2
http://purl.obolibrary.org/obo/UBERON_0010083,future dermis
http://purl.obolibrary.org/obo/UBERON_0015109,distal tarsal bone 3 cartilage
http://purl.obolibrary.org/obo/UBERON_0001593,venous plexus
http://purl.obolibrary.org/obo/UBERON_0003462,facial bone
http://purl.obolibrary.org/obo/UBERON_2001582,non-Weberian precaudal vertebra
http://purl.obolibrary.org/obo/UBERON_0001564,mylohyoid muscle
http://purl.obolibrary.org/obo/UBERON_0013606,magnocellular layer of dorsal nucleus of lateral geniculate body
http://purl.obolibrary.org/obo/UBERON_0001202,pyloric sphincter
http://purl.obolibrary.org/obo/UBERON_2002226,preglomerular nucleus
http://purl.obolibrary.org/obo/UBERON_0005256,trunk mesenchyme
http://purl.obolibrary.org/obo/UBERON_2005097,caudal fin vasculature
http://purl.obolibrary.org/obo/UBERON_0013118,sulcus of brain
http://purl.obolibrary.org/obo/UBERON_0004316,distal phalanx of pedal digit 2
http://purl.obolibrary.org/obo/UBERON_0005139,metanephric long descending thin limb
http://purl.obolibrary.org/obo/UBERON_0004227,kidney pelvis smooth muscle
http://purl.obolibrary.org/obo/UBERON_0007384,appendage lymph vessel
http://purl.obolibrary.org/obo/UBERON_0013598,accessory nucleus of optic tract
http://purl.obolibrary.org/obo/UBERON_0006603,presumptive mesoderm
http://purl.obolibrary.org/obo/UBERON_0002537,hermaphrodite gonad
http://purl.obolibrary.org/obo/UBERON_2000058,polster
http://purl.obolibrary.org/obo/UBERON_0015162,superior branch of oculomotor nerve
http://purl.obolibrary.org/obo/UBERON_0015063,autopod endochondral element
http://purl.obolibrary.org/obo/UBERON_0006048,digit 1
http://purl.obolibrary.org/obo/UBERON_0009648,eyelid subcutaneous connective tissue
http://purl.obolibrary.org/obo/UBERON_0008882,spinal cord commissure
http://purl.obolibrary.org/obo/UBERON_3001008,body wart
http://purl.obolibrary.org/obo/UBERON_0001689,malleus bone
http://purl.obolibrary.org/obo/UBERON_2001795,ceratohyal foramen
http://purl.obolibrary.org/obo/UBERON_0001777,substantia propria of cornea
http://purl.obolibrary.org/obo/UBERON_0004750,blastoderm
http://purl.obolibrary.org/obo/UBERON_0003823,hindlimb zeugopod
http://purl.obolibrary.org/obo/UBERON_0004563,forelimb digital vein
http://purl.obolibrary.org/obo/UBERON_0010944,posterior digastric muscle
http://purl.obolibrary.org/obo/UBERON_0002702,middle frontal gyrus
http://purl.obolibrary.org/obo/UBERON_2000628,caudal fin musculature
http://purl.obolibrary.org/obo/UBERON_0002126,solitary tract nuclear complex
http://purl.obolibrary.org/obo/UBERON_0009015,upper back skin
http://purl.obolibrary.org/obo/UBERON_0002214,macula of utricle of membranous labyrinth
http://purl.obolibrary.org/obo/UBERON_0001868,skin of chest
http://purl.obolibrary.org/obo/UBERON_0005200,thoracic mammary gland
http://purl.obolibrary.org/obo/UBERON_0001956,cartilage of bronchus
http://purl.obolibrary.org/obo/UBERON_0002572,principal pretectal nucleus
http://purl.obolibrary.org/obo/UBERON_0007240,tunica adventitia of artery
http://purl.obolibrary.org/obo/UBERON_0002473,intercerebral commissure
http://purl.obolibrary.org/obo/UBERON_0009571,ventral midline
http://purl.obolibrary.org/obo/UBERON_0001779,iris stroma
http://purl.obolibrary.org/obo/UBERON_0017618,extensor pollicis brevis muscle
http://purl.obolibrary.org/obo/UBERON_0002694,anterior hypothalamic commissure
http://purl.obolibrary.org/obo/UBERON_0002080,heart right ventricle
http://purl.obolibrary.org/obo/UBERON_2001535,median fin cartilage
http://purl.obolibrary.org/obo/UBERON_0022361,lung field
http://purl.obolibrary.org/obo/UBERON_0007311,sputum
http://purl.obolibrary.org/obo/UBERON_0005995,mitral valve anulus
http://purl.obolibrary.org/obo/UBERON_0007615,prostate gland ventral lobe
http://purl.obolibrary.org/obo/UBERON_0013482,crypt of Lieberkuhn of duodenum
http://purl.obolibrary.org/obo/UBERON_0011971,calcaneofibular ligament
http://purl.obolibrary.org/obo/UBERON_0004821,pulmonary alveolus epithelium
http://purl.obolibrary.org/obo/UBERON_0003719,Pacinian corpuscle
http://purl.obolibrary.org/obo/UBERON_0006565,female urethral meatus
http://purl.obolibrary.org/obo/UBERON_0010141,primitive sex cord of indifferent gonad
http://purl.obolibrary.org/obo/UBERON_0000179,haemolymphatic fluid
http://purl.obolibrary.org/obo/UBERON_0006060,conotruncus
http://purl.obolibrary.org/obo/UBERON_0014892,skeletal muscle organ
http://purl.obolibrary.org/obo/UBERON_0034721,pharyngeal taste bud
http://purl.obolibrary.org/obo/UBERON_0002334,submandibular duct
http://purl.obolibrary.org/obo/UBERON_0002422,fourth ventricle
http://purl.obolibrary.org/obo/UBERON_0018108,superior auricular muscle
http://purl.obolibrary.org/obo/UBERON_0002058,main ciliary ganglion
http://purl.obolibrary.org/obo/UBERON_0015834,duodenum lamina propria
http://purl.obolibrary.org/obo/UBERON_0012246,thyroid follicular lumen
http://purl.obolibrary.org/obo/CL_0007017,Stiftchenzellen
http://purl.obolibrary.org/obo/UBERON_0002731,vestibulocochlear nerve root
http://purl.obolibrary.org/obo/UBERON_0015922,accessory mandibular lymph node
http://purl.obolibrary.org/obo/UBERON_0011148,submucosal gland
http://purl.obolibrary.org/obo/UBERON_6025993,ventral ectoderm derivative
http://purl.obolibrary.org/obo/UBERON_2001748,superficial ophthalmic nerve foramen
http://purl.obolibrary.org/obo/UBERON_0015113,distal tarsal bone 4 pre-cartilage condensation
http://purl.obolibrary.org/obo/UBERON_0018270,type 3 adrenal tissue
http://purl.obolibrary.org/obo/UBERON_0001480,proximal carpal bone
http://purl.obolibrary.org/obo/UBERON_0010084,future diaphragm
http://purl.obolibrary.org/obo/UBERON_0010570,manual digit 1 metacarpus cartilage element
http://purl.obolibrary.org/obo/UBERON_0009652,bronchus basement membrane
http://purl.obolibrary.org/obo/UBERON_0001963,bronchial-associated lymphoid tissue
http://purl.obolibrary.org/obo/UBERON_0009740,border between sublaminar layers
http://purl.obolibrary.org/obo/UBERON_0006655,septum of scrotum
http://purl.obolibrary.org/obo/UBERON_0007215,trabecula cranii
http://purl.obolibrary.org/obo/UBERON_0009844,urogenital sinus lumen
http://purl.obolibrary.org/obo/CL_0000159,seromucus secreting cell
http://purl.obolibrary.org/obo/UBERON_0001698,foramen ovale of skull
http://purl.obolibrary.org/obo/UBERON_0004317,distal phalanx of pedal digit 3
http://purl.obolibrary.org/obo/UBERON_0002130,cerebellar nuclear complex
http://purl.obolibrary.org/obo/UBERON_0001203,muscularis mucosae of stomach
http://purl.obolibrary.org/obo/UBERON_0010865,dactylopatagium medius
http://purl.obolibrary.org/obo/UBERON_0003832,esophagus muscle
http://purl.obolibrary.org/obo/UBERON_2005098,central ray artery
http://purl.obolibrary.org/obo/UBERON_0007385,pectoral appendage lymph vessel
http://purl.obolibrary.org/obo/UBERON_0011807,epidermis of feather follicle
http://purl.obolibrary.org/obo/UBERON_0005701,lower jaw molar odontogenic papilla
http://purl.obolibrary.org/obo/UBERON_4300034,antorbital cartilage
http://purl.obolibrary.org/obo/UBERON_0035041,deep temporal artery
http://purl.obolibrary.org/obo/UBERON_0004375,bone of free limb or fin
http://purl.obolibrary.org/obo/UBERON_0006604,lamina orbitonasalis
http://purl.obolibrary.org/obo/UBERON_0012255,inferior phrenic artery
http://purl.obolibrary.org/obo/UBERON_0005390,cortical layer I
http://purl.obolibrary.org/obo/UBERON_0010375,pancreas dorsal primordium
http://purl.obolibrary.org/obo/UBERON_0010198,carotid duct
http://purl.obolibrary.org/obo/UBERON_0004319,distal phalanx of pedal digit 5
http://purl.obolibrary.org/obo/UBERON_0010258,mesenchyme from rhombencephalic neural crest
http://purl.obolibrary.org/obo/UBERON_0011390,pudendal nerve
http://purl.obolibrary.org/obo/UBERON_0013607,parvocellular layer of dorsal nucleus of lateral geniculate body
http://purl.obolibrary.org/obo/UBERON_0016912,frenulum of upper lip
http://purl.obolibrary.org/obo/UBERON_0005257,manual digit mesenchyme
http://purl.obolibrary.org/obo/UBERON_0007147,lumen of midgut
http://purl.obolibrary.org/obo/UBERON_3010606,limb gland
http://purl.obolibrary.org/obo/UBERON_0002802,left parietal lobe
http://purl.obolibrary.org/obo/UBERON_0010540,tarsus pre-cartilage condensation
http://purl.obolibrary.org/obo/UBERON_0002127,inferior olivary complex
http://purl.obolibrary.org/obo/CL_0000171,pancreatic A cell
http://purl.obolibrary.org/obo/UBERON_2000248,magnocellular preoptic nucleus
http://purl.obolibrary.org/obo/UBERON_0016826,paramedian medullary reticular complex
http://purl.obolibrary.org/obo/CL_0000507,endorphin secreting cell
http://purl.obolibrary.org/obo/UBERON_0016914,lamina lucida
http://purl.obolibrary.org/obo/UBERON_0035126,transverse palatine suture
http://purl.obolibrary.org/obo/CL_0002269,vasoactive intestinal peptide secreting cell
http://purl.obolibrary.org/obo/UBERON_0005996,mitral valve cusp
http://purl.obolibrary.org/obo/UBERON_3001009,body spicule
http://purl.obolibrary.org/obo/UBERON_0012468,anal tooth
http://purl.obolibrary.org/obo/UBERON_0005897,manus bone
http://purl.obolibrary.org/obo/UBERON_0013483,crypt of Lieberkuhn of jejunum
http://purl.obolibrary.org/obo/UBERON_0004564,hindlimb digital vein
http://purl.obolibrary.org/obo/UBERON_0007616,layer of synovial tissue
http://purl.obolibrary.org/obo/UBERON_0011972,medial ligament of ankle joint
http://purl.obolibrary.org/obo/UBERON_0010054,malleus cartilage element
http://purl.obolibrary.org/obo/UBERON_0003889,fallopian tube
http://purl.obolibrary.org/obo/UBERON_0002386,forelimb zeugopod
http://purl.obolibrary.org/obo/UBERON_0009484,dorsal mesentery of mesentery of foregut-midgut junction
http://purl.obolibrary.org/obo/UBERON_0002158,principal inferior olivary nucleus
http://purl.obolibrary.org/obo/UBERON_0009572,lumen of central canal of spinal cord
http://purl.obolibrary.org/obo/UBERON_0002059,submandibular ganglion
http://purl.obolibrary.org/obo/UBERON_0003571,trachea connective tissue
http://purl.obolibrary.org/obo/UBERON_0013245,sinovaginal bulb
http://purl.obolibrary.org/obo/UBERON_0014395,proximal mesopodial bone
http://purl.obolibrary.org/obo/UBERON_0016850,nucleus of phrenic nerve
http://purl.obolibrary.org/obo/UBERON_0003472,cerebellar artery
http://purl.obolibrary.org/obo/UBERON_0006257,laryngotracheal groove
http://purl.obolibrary.org/obo/UBERON_0035555,lateral line sense organ
http://purl.obolibrary.org/obo/UBERON_0003590,main bronchus connective tissue
http://purl.obolibrary.org/obo/UBERON_0006566,left ventricle myocardium
http://purl.obolibrary.org/obo/UBERON_0018271,type 4 adrenal tissue
http://purl.obolibrary.org/obo/UBERON_0001513,skin of pes
http://purl.obolibrary.org/obo/UBERON_0018109,anterior auricular muscle
http://purl.obolibrary.org/obo/UBERON_0006440,os clitoris
http://purl.obolibrary.org/obo/UBERON_0010571,manual digit 2 metacarpus cartilage element
http://purl.obolibrary.org/obo/UBERON_0005144,metanephric glomerular capillary
http://purl.obolibrary.org/obo/UBERON_0010866,dactylopatagium major
http://purl.obolibrary.org/obo/UBERON_2005099,ray vein
http://purl.obolibrary.org/obo/UBERON_0004318,distal phalanx of pedal digit 4
http://purl.obolibrary.org/obo/UBERON_0014533,medullary lamina of thalamus
http://purl.obolibrary.org/obo/CL_0000207,olfactory receptor cell
http://purl.obolibrary.org/obo/UBERON_0007298,pronephric proximal convoluted tubule
http://purl.obolibrary.org/obo/UBERON_0011925,preganglionic autonomic fiber
http://purl.obolibrary.org/obo/UBERON_2005340,nucleus of the posterior recess
http://purl.obolibrary.org/obo/UBERON_0014930,perivascular space
http://purl.obolibrary.org/obo/UBERON_0006605,tectum synoticum
http://purl.obolibrary.org/obo/UBERON_0018268,type 1 adrenal tissue
http://purl.obolibrary.org/obo/UBERON_0009653,trachea basement membrane
http://purl.obolibrary.org/obo/UBERON_0006212,bulbo-ventricular groove
http://purl.obolibrary.org/obo/UBERON_0019283,lateral longitudinal stria
http://purl.obolibrary.org/obo/UBERON_0034888,primary motor cortex layer 1
http://purl.obolibrary.org/obo/UBERON_2001286,caudal vein plexus
http://purl.obolibrary.org/obo/CL_1001610,bone marrow hematopoietic cell
http://purl.obolibrary.org/obo/UBERON_0001118,lobe of thyroid gland
http://purl.obolibrary.org/obo/UBERON_0004493,cardiac muscle tissue of myocardium
http://purl.obolibrary.org/obo/CP_0000043,cartwheel heterochromatin
http://purl.obolibrary.org/obo/CL_0000481,cholecystokin stimulating hormone secreting cell
http://purl.obolibrary.org/obo/UBERON_0012168,umbilical cord blood
http://purl.obolibrary.org/obo/UBERON_0004376,fin bone
http://purl.obolibrary.org/obo/UBERON_0003464,hindlimb bone
http://purl.obolibrary.org/obo/UBERON_0013492,prevertebral cervical fascia
http://purl.obolibrary.org/obo/UBERON_0013608,inferior olive dorsal accessory nucleus
http://purl.obolibrary.org/obo/UBERON_0000085,morula
http://purl.obolibrary.org/obo/UBERON_0016913,frenulum of lower lip
http://purl.obolibrary.org/obo/UBERON_0011583,stylopodial skeleton
http://purl.obolibrary.org/obo/UBERON_0002803,right parietal lobe
http://purl.obolibrary.org/obo/UBERON_0002616,regional part of brain
http://purl.obolibrary.org/obo/UBERON_0007148,lumen of hindgut
http://purl.obolibrary.org/obo/UBERON_0006607,medial umbilical ligament
http://purl.obolibrary.org/obo/UBERON_0002305,layer of hippocampus
http://purl.obolibrary.org/obo/UBERON_0002128,superior olivary complex
http://purl.obolibrary.org/obo/UBERON_0019315,meibum
http://purl.obolibrary.org/obo/UBERON_0005270,renal cortex interstitium
http://purl.obolibrary.org/obo/UBERON_0010376,pancreas ventral primordium
http://purl.obolibrary.org/obo/UBERON_0011391,perineal nerve
http://purl.obolibrary.org/obo/UBERON_3000642,maxillopalatine tooth
http://purl.obolibrary.org/obo/UBERON_0016827,dorsal paramedian reticular nucleus
http://purl.obolibrary.org/obo/UBERON_0016915,vermilion
http://purl.obolibrary.org/obo/UBERON_0009738,border of sublaminar layers S1 and S2
http://purl.obolibrary.org/obo/CL_0000478,oxytocin stimulating hormone secreting cell
http://purl.obolibrary.org/obo/UBERON_0004735,archenteron
http://purl.obolibrary.org/obo/UBERON_0016574,lamina III of gray matter of spinal cord
