x,xl
http://purl.obolibrary.org/obo/OBI_0000029,centrifuge pellet role
http://purl.obolibrary.org/obo/OBI_0000842,informing subject of study arm
http://purl.obolibrary.org/obo/OBI_0002124,H&E slide staining
http://purl.obolibrary.org/obo/OBI_0001015,DMS structure mapping assay
http://purl.obolibrary.org/obo/OBI_0001606,cell bound MHC direct binding assay of a MHC:ligand complex using fluorescence detection
http://purl.obolibrary.org/obo/OBI_1110012,occurrence of allergy
http://purl.obolibrary.org/obo/OBI_0002071,in vitro assay measuring epitope specific proliferation of T cells
http://purl.obolibrary.org/obo/OBI_1000024,cell pellet
http://purl.obolibrary.org/obo/OBI_0302902,immobilization
http://purl.obolibrary.org/obo/OBI_0001859,formaldehyde-assisted isolation of regulatory elements assay
http://purl.obolibrary.org/obo/OBI_0001622,investigation title
http://purl.obolibrary.org/obo/OBI_0600032,artificially induced DNA repair
http://purl.obolibrary.org/obo/OBI_1000042,peptide construct
http://purl.obolibrary.org/obo/OBI_0000954,subcutaneous injection
http://purl.obolibrary.org/obo/OBI_0002584,differential expression analysis data
http://purl.obolibrary.org/obo/OBI_0600038,addition of molecular label
http://purl.obolibrary.org/obo/OBI_0400081,particle delivery vessel
http://purl.obolibrary.org/obo/OBI_1110108,material to be added
http://purl.obolibrary.org/obo/OBI_0000083,electronic case report tabulation
http://purl.obolibrary.org/obo/OBI_0000685,creating a mixture of molecules in solution
http://purl.obolibrary.org/obo/OBI_0001006,CMCT structure mapping assay
http://purl.obolibrary.org/obo/OBI_0000451,normalized data set
http://purl.obolibrary.org/obo/OBI_0000227,data encoding
http://purl.obolibrary.org/obo/OBI_0000732,restriction enzyme
http://purl.obolibrary.org/obo/OBI_0002731,pathogen detection by loop-mediated isothermal amplification assay
http://purl.obolibrary.org/obo/OBI_0001594,cell bound MHC competitive binding assay of a MHC:ligand complex using fluorescence detection
http://purl.obolibrary.org/obo/OBI_0001419,ChIP-chip by tiling array assay
http://purl.obolibrary.org/obo/OBI_0005246,injection function
http://purl.obolibrary.org/obo/OBI_0002103,bio-layer interferometry assay measuring the off rate [koff] of a B cell epitope:antibody complex
http://purl.obolibrary.org/obo/OBI_0001924,micrococcal nuclease digestion followed by high throughput sequencing assay
http://purl.obolibrary.org/obo/OBI_0002639,in vivo assay measuring T cell epitope specific protection from challenge resulting from the adoptive transfer of epitope specific T cells based on pathogen burden
http://purl.obolibrary.org/obo/OBI_1110120,assay antigen role
http://purl.obolibrary.org/obo/OBI_0002696,insecticide resistance by monitoring known mutations assay
http://purl.obolibrary.org/obo/OBI_0000810,informed consent process
http://purl.obolibrary.org/obo/OBI_0600028,artificially induced reverse transcription
http://purl.obolibrary.org/obo/OBI_0000818,calibration
http://purl.obolibrary.org/obo/OBI_0001160,assay validation objective
http://purl.obolibrary.org/obo/OBI_1110091,immune epitope carrier role
http://purl.obolibrary.org/obo/OBI_0002144,extrachromosomal circular DNA sequencing assay
http://purl.obolibrary.org/obo/OBI_0000423,extract
http://purl.obolibrary.org/obo/OBI_0001566,50% dissociation of binding temperature (Tm)
http://purl.obolibrary.org/obo/OBI_0000711,library preparation
http://purl.obolibrary.org/obo/OBI_0002397,gynecologic surgery history
http://purl.obolibrary.org/obo/OBI_1110008,occurrence of infectious disease
http://purl.obolibrary.org/obo/OBI_0000676,reduced dimension data set
http://purl.obolibrary.org/obo/OBI_0000079,culture medium
http://purl.obolibrary.org/obo/OBI_0002444,measurand role
http://purl.obolibrary.org/obo/OBI_1110022,adaptive immune receptor
http://purl.obolibrary.org/obo/OBI_0001584,purified MHC direct binding assay measuring binding of a MHC:ligand complex using phage display
http://purl.obolibrary.org/obo/OBI_0600022,excision
http://purl.obolibrary.org/obo/OBI_0000947,service provider role
http://purl.obolibrary.org/obo/OBI_0002623,whole metagenome sequencing assay
http://purl.obolibrary.org/obo/OBI_0001020,Lead structure mapping assay
http://purl.obolibrary.org/obo/OBI_0002485,transcript analysis by single-end sequencing assay
http://purl.obolibrary.org/obo/OBI_2000016,erythrocyte specimen
http://purl.obolibrary.org/obo/OBI_0000101,measured expression level
http://purl.obolibrary.org/obo/OBI_0001026,NMIA RNA structure mapping assay
http://purl.obolibrary.org/obo/OBI_0002640,in vivo assay measuring B cell epitope specific protection from challenge resulting from the adoptive transfer of epitope specific antibodies or B cells based on pathogen burden
http://purl.obolibrary.org/obo/OBI_0002599,swab specimen
http://purl.obolibrary.org/obo/OBI_0600042,recombinant plasmid cloning
http://purl.obolibrary.org/obo/OBI_0000804,informing investigator of subject study arm
http://purl.obolibrary.org/obo/OBI_0001511,disposition to be a product of antigen processing and presentation
http://purl.obolibrary.org/obo/OBI_0002681,glass bottle
http://purl.obolibrary.org/obo/OBI_0001519,cell lysate MHC direct binding assay of a MHC:ligand complex using fluorescence detection
http://purl.obolibrary.org/obo/OBI_0002004,Methylation 450K BeadChip
http://purl.obolibrary.org/obo/CHMO_0000102,light microscopy
http://purl.obolibrary.org/obo/OBI_0100086,glucose in solution
http://purl.obolibrary.org/obo/OBI_0002748,passage history record
http://purl.obolibrary.org/obo/OBI_0000372,material separation function
http://purl.obolibrary.org/obo/OBI_0000655,blood specimen
http://purl.obolibrary.org/obo/OBI_0000965,lyophilized specimen
http://purl.obolibrary.org/obo/OBI_0002475,number of PCR cycles during library construction
http://purl.obolibrary.org/obo/OBI_0000093,patient role
http://purl.obolibrary.org/obo/OBI_0001957,hardware testing design
http://purl.obolibrary.org/obo/OBI_0001468,cell specimen
http://purl.obolibrary.org/obo/OBI_1110082,immunogen role
http://purl.obolibrary.org/obo/OBI_0001016,DNASE 1 structure mapping assay
http://purl.obolibrary.org/obo/OBI_0001175,selective organism creation objective
http://purl.obolibrary.org/obo/OBI_0001485,purified MHC molecule preparation
http://purl.obolibrary.org/obo/OBI_0001674,cap analysis of gene expression assay
http://purl.obolibrary.org/obo/OBI_0600039,artificially induced methylation
http://purl.obolibrary.org/obo/OBI_1110031,EL-4 cell line
http://purl.obolibrary.org/obo/OBI_0001899,target capture specification
http://purl.obolibrary.org/obo/OBI_0001692,in vivo assay measuring B cell epitope specific protection from fertility
http://purl.obolibrary.org/obo/OBI_0001923,protein sequencing by tandem mass spectrometry assay
http://purl.obolibrary.org/obo/OBI_1110109,target of material addition
http://purl.obolibrary.org/obo/OBI_0001167,age measurement datum
http://purl.obolibrary.org/obo/OBI_0001968,operational taxonomic unit matrix
http://purl.obolibrary.org/obo/OBI_0600033,cell permeabilization
http://purl.obolibrary.org/obo/OBI_0001876,cell culture
http://purl.obolibrary.org/obo/OBI_0001030,RNASE T1 structure mapping assay
http://purl.obolibrary.org/obo/OBI_0000274,adding a material entity into a target
http://purl.obolibrary.org/obo/OBI_0302906,DNA Subtraction
http://purl.obolibrary.org/obo/OBI_0000811,primary structure of DNA macromolecule
http://purl.obolibrary.org/obo/OBI_0002104,bio-layer interferometry assay measuring binding of a B cell epitope:antibody complex
http://purl.obolibrary.org/obo/OBI_0001925,chromatin immunoprecipitation with exonuclease sequencing assay
http://purl.obolibrary.org/obo/OBI_0000245,organization
http://purl.obolibrary.org/obo/OBI_0001036,specimen fixation function
http://purl.obolibrary.org/obo/OBI_0600029,isolation of cell culture supernatant
http://purl.obolibrary.org/obo/OBI_0000852,record of missing knowledge
http://purl.obolibrary.org/obo/OBI_0001007,image creation
http://purl.obolibrary.org/obo/OBI_0002691,arthropod meal of blood specimen
http://purl.obolibrary.org/obo/OBI_0001614,GenBank ID
http://purl.obolibrary.org/obo/OBI_0000907,supplying
http://purl.obolibrary.org/obo/OBI_0002445,transcription start site mapping by primer extension assay
http://purl.obolibrary.org/obo/OBI_0400061,jet_in_air_flow_chamber
http://purl.obolibrary.org/obo/OBI_0001868,genetic material
http://purl.obolibrary.org/obo/OBI_0002697,insecticide resistance by detecting enzyme activity assay
http://purl.obolibrary.org/obo/OBI_0001008,MPE-Fe(II) structure mapping assay
http://purl.obolibrary.org/obo/OBI_0000714,graph of vertices
http://purl.obolibrary.org/obo/OBI_1110003,host exposure to infectious agent
http://purl.obolibrary.org/obo/OBI_2000017,reticulocyte specimen
http://purl.obolibrary.org/obo/OBI_1110092,adjuvant role
http://purl.obolibrary.org/obo/OBI_0001027,Terbium RNA structure mapping assay
http://purl.obolibrary.org/obo/OBI_0001616,specimen identifier
http://purl.obolibrary.org/obo/OBI_0001673,nano-cap analysis of gene expression assay
http://purl.obolibrary.org/obo/OBI_0001956,assay using chromatin immunoprecipitation
http://purl.obolibrary.org/obo/OBI_1110023,immunogen
http://purl.obolibrary.org/obo/OBI_0001970,multiplexed sequencing library
http://purl.obolibrary.org/obo/OBI_0600043,genetic transformation
http://purl.obolibrary.org/obo/OBI_0001021,RNASE T2 structure mapping assay
http://purl.obolibrary.org/obo/OBI_0002005,Methylation 27K BeadChip
http://purl.obolibrary.org/obo/OBI_0000444,target of material addition role
http://purl.obolibrary.org/obo/OBI_0000705,Edman degradation
http://purl.obolibrary.org/obo/OBI_0000373,ionize process
http://purl.obolibrary.org/obo/OBI_0000656,data set of predicted values according to fitted curve
http://purl.obolibrary.org/obo/OBI_0001933,value specification
http://purl.obolibrary.org/obo/OBI_1110111,environmental proximity to infectious agent
http://purl.obolibrary.org/obo/OBI_1110083,host of immune response role
http://purl.obolibrary.org/obo/OBI_0000094,material processing
http://purl.obolibrary.org/obo/OBI_0302886,centrifugation
http://purl.obolibrary.org/obo/OBI_0000167,electronic case report form
http://purl.obolibrary.org/obo/OBI_0000237,antigen role
http://purl.obolibrary.org/obo/OBI_1110014,epitope binding by adaptive immune receptor
http://purl.obolibrary.org/obo/OBI_0002201,determination if assay will provide reliable results
http://purl.obolibrary.org/obo/OBI_0002040,chromatin isolation by RNA purification sequencing assay
http://purl.obolibrary.org/obo/OBI_0200111,data visualization
http://purl.obolibrary.org/obo/OBI_0001486,disposition to be bound by an MHC protein complex
http://purl.obolibrary.org/obo/OBI_0000960,reagent application function
http://purl.obolibrary.org/obo/OBI_0000210,analytical cytology data file
http://purl.obolibrary.org/obo/OBI_0000968,device
http://purl.obolibrary.org/obo/OBI_1110032,HeLa cell line
http://purl.obolibrary.org/obo/OBI_0001967,multiplexing sequence identifier
http://purl.obolibrary.org/obo/OBI_0001011,ENU structure mapping assay
http://purl.obolibrary.org/obo/OBI_0100060,cultured cell population
http://purl.obolibrary.org/obo/OBI_0001469,monospecific T cell recognition assay measuring MHC ligand processing and presentation
http://purl.obolibrary.org/obo/OBI_0302905,elution
http://purl.obolibrary.org/obo/OBI_0500000,study design
http://purl.obolibrary.org/obo/OBI_0000158,eSource document
http://purl.obolibrary.org/obo/OBI_0100066,organ section
http://purl.obolibrary.org/obo/OBI_0000571,manufacturer role
http://purl.obolibrary.org/obo/OBI_0000734,DNA sequencing by synthesis assay
http://purl.obolibrary.org/obo/OBI_0002733,blood meal by counter current immunoelectrophoresis assay
http://purl.obolibrary.org/obo/OBI_0000917,nasal swab specimen
http://purl.obolibrary.org/obo/OBI_0000021,list-mode data file
http://purl.obolibrary.org/obo/OBI_0000950,paraffin specimen
http://purl.obolibrary.org/obo/OBI_0000648,clustered data set
http://purl.obolibrary.org/obo/OBI_0000181,population
http://purl.obolibrary.org/obo/OBI_0600034,precipitation
http://purl.obolibrary.org/obo/OBI_0002105,bio-layer interferometry assay measuring the dissociation constant [KD] of a B cell epitope:antibody complex
http://purl.obolibrary.org/obo/OBI_0001926,microRNA profiling assay
http://purl.obolibrary.org/obo/OBI_0001877,random access memory
http://purl.obolibrary.org/obo/OBI_0000713,GenePattern software
http://purl.obolibrary.org/obo/OBI_0001590,purified MHC direct binding assay measuring binding of a MHC:ligand complex using fluorescence detection
http://purl.obolibrary.org/obo/OBI_1110034,antigen
http://purl.obolibrary.org/obo/OBI_0000997,growth environment
http://purl.obolibrary.org/obo/OBI_0000660,background corrected data set
http://purl.obolibrary.org/obo/OBI_1110099,L cell line
http://purl.obolibrary.org/obo/OBI_0001615,investigation description
http://purl.obolibrary.org/obo/OBI_0600052,dialysis
http://purl.obolibrary.org/obo/OBI_0000172,parameter threshold
http://purl.obolibrary.org/obo/OBI_0000814,guar gum
http://purl.obolibrary.org/obo/OBI_0000383,transfer function
http://purl.obolibrary.org/obo/OBI_0000208,methodology testing objective
http://purl.obolibrary.org/obo/OBI_0002487,microraft
http://purl.obolibrary.org/obo/OBI_0000453,measure function
http://purl.obolibrary.org/obo/OBI_1110122,pathologic process
http://purl.obolibrary.org/obo/OBI_0002698,insecticide resistance bioassay
http://purl.obolibrary.org/obo/OBI_0002393,pregnancy history
http://purl.obolibrary.org/obo/OBI_0001180,half maximal effective concentration (EC50)
http://purl.obolibrary.org/obo/OBI_1110093,disposition to infect an organism
http://purl.obolibrary.org/obo/OBI_0302867,predicted data item
http://purl.obolibrary.org/obo/OBI_0001580,material transport service
http://purl.obolibrary.org/obo/OBI_0000260,plan
http://purl.obolibrary.org/obo/OBI_1000036,cell lysate
http://purl.obolibrary.org/obo/OBI_0600003,performing a clinical assessment
http://purl.obolibrary.org/obo/OBI_0001617,PubMed ID
http://purl.obolibrary.org/obo/OBI_1110118,P815 cell line
http://purl.obolibrary.org/obo/OBI_0002464,SRS identifier
http://purl.obolibrary.org/obo/OBI_0000970,scalar score from composite inputs
http://purl.obolibrary.org/obo/OBI_0302914,digital curation
http://purl.obolibrary.org/obo/OBI_0001946,forward PCR primer
http://purl.obolibrary.org/obo/OBI_0000310,adverse event trigger
http://purl.obolibrary.org/obo/OBI_0000374,excitation function
http://purl.obolibrary.org/obo/OBI_0000318,eluate
http://purl.obolibrary.org/obo/OBI_0000949,accessed material role
http://purl.obolibrary.org/obo/OBI_0000054,ratio of collected to emitted light
http://purl.obolibrary.org/obo/OBI_0302846,randomized group participant role
http://purl.obolibrary.org/obo/OBI_0002047,enzyme-linked antibody
http://purl.obolibrary.org/obo/OBI_0001934,predicted value
http://purl.obolibrary.org/obo/OBI_0002389,clinical history of repeated HIV assays
http://purl.obolibrary.org/obo/OBI_0002744,molecular label
http://purl.obolibrary.org/obo/OBI_0000651,urine specimen
http://purl.obolibrary.org/obo/OBI_0000928,material combination function
http://purl.obolibrary.org/obo/OBI_0302840,curated information
http://purl.obolibrary.org/obo/OBI_1110015,Immunization in vivo
http://purl.obolibrary.org/obo/OBI_0000659,specimen collection process
http://purl.obolibrary.org/obo/OBI_0000969,dose specification
http://purl.obolibrary.org/obo/OBI_0000512,isolation of cell population
http://purl.obolibrary.org/obo/OBI_0000798,capsule shell
http://purl.obolibrary.org/obo/OBI_0002643,in vivo assay measuring T cell epitope specific protection from tumor challenge resulting from the adoptive transfer of epitope specific T cells
http://purl.obolibrary.org/obo/OBI_0001040,current amplification function
http://purl.obolibrary.org/obo/OBI_1110132,CD8 receptor
http://purl.obolibrary.org/obo/OBI_1110033,JAWS II cell line
http://purl.obolibrary.org/obo/OBI_0001704,biological activity assay measuring epitope specific activation of additional immune response in vitro
http://purl.obolibrary.org/obo/OBI_0002368,clinical history of cancer
http://purl.obolibrary.org/obo/OBI_0302887,staining
http://purl.obolibrary.org/obo/OBI_0001171,half life datum (t 1/2)
http://purl.obolibrary.org/obo/OBI_0001018,Rhodium DNA structure mapping assay
http://purl.obolibrary.org/obo/OBI_0100067,bronchial alveolar lavage
http://purl.obolibrary.org/obo/OBI_0001625,sequence annotation algorithm
http://purl.obolibrary.org/obo/OBI_0000112,specimen role
http://purl.obolibrary.org/obo/OBI_0500002,repeated measure design
http://purl.obolibrary.org/obo/OBI_0302908,document editing
http://purl.obolibrary.org/obo/OBI_0000649,data set of features
http://purl.obolibrary.org/obo/OBI_0001460,genetic modification design
http://purl.obolibrary.org/obo/OBI_0001191,half maximal inhibitory concentration (IC50)
http://purl.obolibrary.org/obo/OBI_0001038,Ruthenium structure mapping assay
http://purl.obolibrary.org/obo/OBI_0000912,X-ray crystallography assay
http://purl.obolibrary.org/obo/OBI_0001627,country name
http://purl.obolibrary.org/obo/OBI_1110129,biological activity assay measuring epitope specific cytokine production by T cells
http://purl.obolibrary.org/obo/OBI_0000338,drawing a conclusion based on data
http://purl.obolibrary.org/obo/OBI_1110035,Jurkat cell line
http://purl.obolibrary.org/obo/OBI_0600012,environmental material collection process
